<TICKER>;<PER>;<DATE>;ОТКРЫТИЕ;МАКСИМУМ;МИНИМУМ;ЗАКРЫТИЕ;<VOL>;<TIME>
SPFB.RTS-12.18;1;04.10.2018;114490;114490;114440;114460;87;23:05:00
SPFB.RTS-12.18;1;04.10.2018;114460;114470;114390;114400;499;23:06:00
SPFB.RTS-12.18;1;04.10.2018;114410;114430;114390;114430;119;23:07:00
SPFB.RTS-12.18;1;04.10.2018;114430;114480;114420;114470;56;23:08:00
SPFB.RTS-12.18;1;04.10.2018;114480;114490;114430;114430;157;23:09:00
SPFB.RTS-12.18;1;04.10.2018;114430;114440;114430;114440;61;23:10:00
SPFB.RTS-12.18;1;04.10.2018;114430;114430;114370;114400;412;23:11:00
SPFB.RTS-12.18;1;04.10.2018;114400;114410;114360;114370;205;23:12:00
SPFB.RTS-12.18;1;04.10.2018;114380;114410;114360;114410;233;23:13:00
SPFB.RTS-12.18;1;04.10.2018;114410;114420;114380;114400;168;23:14:00
SPFB.RTS-12.18;1;04.10.2018;114400;114410;114380;114410;78;23:15:00
SPFB.RTS-12.18;1;04.10.2018;114400;114440;114400;114420;95;23:16:00
SPFB.RTS-12.18;1;04.10.2018;114430;114430;114390;114410;85;23:17:00
SPFB.RTS-12.18;1;04.10.2018;114420;114430;114390;114390;113;23:18:00
SPFB.RTS-12.18;1;04.10.2018;114380;114400;114370;114400;60;23:19:00
SPFB.RTS-12.18;1;04.10.2018;114400;114480;114380;114470;412;23:20:00
SPFB.RTS-12.18;1;04.10.2018;114470;114490;114430;114430;166;23:21:00
SPFB.RTS-12.18;1;04.10.2018;114440;114440;114410;114430;74;23:22:00
SPFB.RTS-12.18;1;04.10.2018;114410;114420;114350;114380;338;23:23:00
SPFB.RTS-12.18;1;04.10.2018;114380;114400;114370;114400;28;23:24:00
SPFB.RTS-12.18;1;04.10.2018;114400;114410;114360;114360;154;23:25:00
SPFB.RTS-12.18;1;04.10.2018;114370;114480;114370;114450;635;23:26:00
SPFB.RTS-12.18;1;04.10.2018;114450;114540;114440;114520;746;23:27:00
SPFB.RTS-12.18;1;04.10.2018;114520;114630;114510;114630;852;23:28:00
SPFB.RTS-12.18;1;04.10.2018;114630;114630;114590;114600;123;23:29:00
SPFB.RTS-12.18;1;04.10.2018;114600;114620;114590;114620;92;23:30:00
SPFB.RTS-12.18;1;04.10.2018;114620;114660;114590;114640;467;23:31:00
SPFB.RTS-12.18;1;04.10.2018;114660;114660;114610;114620;103;23:32:00
SPFB.RTS-12.18;1;04.10.2018;114610;114610;114560;114590;352;23:33:00
SPFB.RTS-12.18;1;04.10.2018;114580;114580;114540;114540;174;23:34:00
SPFB.RTS-12.18;1;04.10.2018;114540;114550;114480;114500;499;23:35:00
SPFB.RTS-12.18;1;04.10.2018;114510;114520;114480;114490;258;23:36:00
SPFB.RTS-12.18;1;04.10.2018;114490;114510;114410;114410;1054;23:37:00
SPFB.RTS-12.18;1;04.10.2018;114410;114420;114370;114390;367;23:38:00
SPFB.RTS-12.18;1;04.10.2018;114380;114390;114310;114310;777;23:39:00
SPFB.RTS-12.18;1;04.10.2018;114310;114330;114270;114290;1586;23:40:00
SPFB.RTS-12.18;1;04.10.2018;114290;114300;114250;114260;898;23:41:00
SPFB.RTS-12.18;1;04.10.2018;114270;114270;114260;114260;380;23:42:00
SPFB.RTS-12.18;1;04.10.2018;114270;114300;114260;114280;891;23:43:00
SPFB.RTS-12.18;1;04.10.2018;114290;114300;114270;114300;273;23:44:00
SPFB.RTS-12.18;1;04.10.2018;114290;114330;114290;114320;421;23:45:00
SPFB.RTS-12.18;1;04.10.2018;114310;114330;114290;114330;468;23:46:00
SPFB.RTS-12.18;1;04.10.2018;114320;114320;114260;114270;409;23:47:00
SPFB.RTS-12.18;1;04.10.2018;114280;114310;114250;114260;614;23:48:00
SPFB.RTS-12.18;1;04.10.2018;114280;114290;114250;114250;628;23:49:00
SPFB.RTS-12.18;1;04.10.2018;114260;114340;114250;114290;689;23:50:00
SPFB.RTS-12.18;1;06.11.2018;113400;113980;113400;113800;3784;10:01:00
SPFB.RTS-12.18;1;06.11.2018;113800;113950;113770;113790;2196;10:02:00
SPFB.RTS-12.18;1;06.11.2018;113780;113800;113670;113760;1266;10:03:00
SPFB.RTS-12.18;1;06.11.2018;113770;113850;113740;113850;966;10:04:00
SPFB.RTS-12.18;1;06.11.2018;113850;113860;113780;113810;530;10:05:00
SPFB.RTS-12.18;1;06.11.2018;113800;113880;113740;113790;1028;10:06:00
SPFB.RTS-12.18;1;06.11.2018;113780;113780;113720;113740;412;10:07:00
SPFB.RTS-12.18;1;06.11.2018;113740;113790;113720;113740;632;10:08:00
SPFB.RTS-12.18;1;06.11.2018;113730;113810;113730;113810;657;10:09:00
SPFB.RTS-12.18;1;06.11.2018;113800;113850;113750;113790;610;10:10:00
SPFB.RTS-12.18;1;06.11.2018;113800;113890;113790;113860;446;10:11:00
SPFB.RTS-12.18;1;06.11.2018;113870;113870;113780;113850;766;10:12:00
SPFB.RTS-12.18;1;06.11.2018;113850;113860;113800;113810;215;10:13:00
SPFB.RTS-12.18;1;06.11.2018;113810;113830;113690;113700;654;10:14:00
SPFB.RTS-12.18;1;06.11.2018;113710;113820;113710;113730;1195;10:15:00
SPFB.RTS-12.18;1;06.11.2018;113740;113750;113690;113730;661;10:16:00
SPFB.RTS-12.18;1;06.11.2018;113720;113720;113650;113700;694;10:17:00
SPFB.RTS-12.18;1;06.11.2018;113690;113720;113630;113720;552;10:18:00
SPFB.RTS-12.18;1;06.11.2018;113720;113730;113670;113670;340;10:19:00
SPFB.RTS-12.18;1;06.11.2018;113670;113690;113610;113660;562;10:20:00
SPFB.RTS-12.18;1;06.11.2018;113660;113690;113640;113690;516;10:21:00
SPFB.RTS-12.18;1;06.11.2018;113680;113770;113680;113750;921;10:22:00
SPFB.RTS-12.18;1;06.11.2018;113750;113780;113740;113760;238;10:23:00
SPFB.RTS-12.18;1;06.11.2018;113760;113760;113730;113730;293;10:24:00
SPFB.RTS-12.18;1;06.11.2018;113720;113730;113660;113700;374;10:25:00
SPFB.RTS-12.18;1;06.11.2018;113710;113710;113670;113710;229;10:26:00
SPFB.RTS-12.18;1;06.11.2018;113710;113770;113700;113750;549;10:27:00
SPFB.RTS-12.18;1;06.11.2018;113750;113750;113660;113690;367;10:28:00
SPFB.RTS-12.18;1;06.11.2018;113690;113710;113650;113690;360;10:29:00
SPFB.RTS-12.18;1;06.11.2018;113700;113710;113670;113680;165;10:30:00
SPFB.RTS-12.18;1;06.11.2018;113680;113690;113650;113660;192;10:31:00
SPFB.RTS-12.18;1;06.11.2018;113660;113700;113650;113680;293;10:32:00
SPFB.RTS-12.18;1;06.11.2018;113680;113720;113680;113720;249;10:33:00
SPFB.RTS-12.18;1;06.11.2018;113720;113780;113710;113720;467;10:34:00
SPFB.RTS-12.18;1;06.11.2018;113720;113750;113720;113750;167;10:35:00
SPFB.RTS-12.18;1;06.11.2018;113750;113780;113740;113750;335;10:36:00
SPFB.RTS-12.18;1;06.11.2018;113740;113790;113740;113780;301;10:37:00
SPFB.RTS-12.18;1;06.11.2018;113790;113950;113780;113940;1663;10:38:00
SPFB.RTS-12.18;1;06.11.2018;113940;114160;113940;114140;4756;10:39:00
SPFB.RTS-12.18;1;06.11.2018;114150;114220;114130;114180;2344;10:40:00
SPFB.RTS-12.18;1;06.11.2018;114180;114320;114180;114200;3231;10:41:00
SPFB.RTS-12.18;1;06.11.2018;114220;114300;114190;114260;782;10:42:00
SPFB.RTS-12.18;1;06.11.2018;114260;114300;114210;114230;768;10:43:00
SPFB.RTS-12.18;1;06.11.2018;114230;114350;114230;114300;1141;10:44:00
SPFB.RTS-12.18;1;06.11.2018;114310;114350;114280;114310;934;10:45:00
SPFB.RTS-12.18;1;06.11.2018;114310;114350;114220;114240;2098;10:46:00
SPFB.RTS-12.18;1;06.11.2018;114240;114280;114200;114220;533;10:47:00
SPFB.RTS-12.18;1;06.11.2018;114230;114250;114210;114220;446;10:48:00
SPFB.RTS-12.18;1;06.11.2018;114220;114250;114210;114220;492;10:49:00
SPFB.RTS-12.18;1;06.11.2018;114220;114260;114180;114200;681;10:50:00
SPFB.RTS-12.18;1;06.11.2018;114200;114270;114190;114240;605;10:51:00
SPFB.RTS-12.18;1;06.11.2018;114240;114280;114230;114270;439;10:52:00
SPFB.RTS-12.18;1;06.11.2018;114270;114320;114250;114290;472;10:53:00
SPFB.RTS-12.18;1;06.11.2018;114290;114300;114190;114210;732;10:54:00
SPFB.RTS-12.18;1;06.11.2018;114210;114240;114170;114180;475;10:55:00
SPFB.RTS-12.18;1;06.11.2018;114180;114200;114160;114170;549;10:56:00
SPFB.RTS-12.18;1;06.11.2018;114180;114190;114150;114150;383;10:57:00
SPFB.RTS-12.18;1;06.11.2018;114150;114170;114090;114120;1013;10:58:00
SPFB.RTS-12.18;1;06.11.2018;114130;114200;114110;114180;817;10:59:00
SPFB.RTS-12.18;1;06.11.2018;114180;114230;114160;114230;595;11:00:00
SPFB.RTS-12.18;1;06.11.2018;114230;114280;114170;114270;1340;11:01:00
SPFB.RTS-12.18;1;06.11.2018;114280;114320;114200;114220;1263;11:02:00
SPFB.RTS-12.18;1;06.11.2018;114220;114220;114120;114150;1133;11:03:00
SPFB.RTS-12.18;1;06.11.2018;114160;114180;114130;114160;912;11:04:00
SPFB.RTS-12.18;1;06.11.2018;114170;114180;114130;114160;556;11:05:00
SPFB.RTS-12.18;1;06.11.2018;114170;114220;114160;114200;861;11:06:00
SPFB.RTS-12.18;1;06.11.2018;114200;114210;114170;114180;438;11:07:00
SPFB.RTS-12.18;1;06.11.2018;114180;114240;114180;114190;322;11:08:00
SPFB.RTS-12.18;1;06.11.2018;114200;114260;114140;114210;653;11:09:00
SPFB.RTS-12.18;1;06.11.2018;114220;114240;114160;114190;597;11:10:00
SPFB.RTS-12.18;1;06.11.2018;114200;114300;114200;114280;473;11:11:00
SPFB.RTS-12.18;1;06.11.2018;114280;114470;114270;114430;3441;11:12:00
SPFB.RTS-12.18;1;06.11.2018;114440;114580;114420;114570;2556;11:13:00
SPFB.RTS-12.18;1;06.11.2018;114560;114600;114480;114580;1883;11:14:00
SPFB.RTS-12.18;1;06.11.2018;114570;114650;114560;114630;1594;11:15:00
SPFB.RTS-12.18;1;06.11.2018;114630;114660;114590;114590;1287;11:16:00
SPFB.RTS-12.18;1;06.11.2018;114600;114610;114510;114520;1759;11:17:00
SPFB.RTS-12.18;1;06.11.2018;114520;114590;114510;114530;420;11:18:00
SPFB.RTS-12.18;1;06.11.2018;114540;114540;114430;114450;1002;11:19:00
SPFB.RTS-12.18;1;06.11.2018;114450;114520;114440;114490;454;11:20:00
SPFB.RTS-12.18;1;06.11.2018;114490;114520;114480;114500;270;11:21:00
SPFB.RTS-12.18;1;06.11.2018;114510;114530;114460;114490;413;11:22:00
SPFB.RTS-12.18;1;06.11.2018;114470;114500;114440;114440;282;11:23:00
SPFB.RTS-12.18;1;06.11.2018;114440;114500;114430;114500;359;11:24:00
SPFB.RTS-12.18;1;06.11.2018;114500;114550;114470;114510;541;11:25:00
SPFB.RTS-12.18;1;06.11.2018;114510;114530;114490;114520;231;11:26:00
SPFB.RTS-12.18;1;06.11.2018;114530;114590;114520;114540;543;11:27:00
SPFB.RTS-12.18;1;06.11.2018;114540;114560;114500;114520;448;11:28:00
SPFB.RTS-12.18;1;06.11.2018;114530;114550;114480;114490;197;11:29:00
SPFB.RTS-12.18;1;06.11.2018;114480;114490;114410;114460;959;11:30:00
SPFB.RTS-12.18;1;06.11.2018;114460;114470;114410;114440;719;11:31:00
SPFB.RTS-12.18;1;06.11.2018;114440;114520;114420;114480;491;11:32:00
SPFB.RTS-12.18;1;06.11.2018;114470;114490;114440;114460;130;11:33:00
SPFB.RTS-12.18;1;06.11.2018;114470;114510;114470;114490;198;11:34:00
SPFB.RTS-12.18;1;06.11.2018;114490;114500;114460;114480;175;11:35:00
SPFB.RTS-12.18;1;06.11.2018;114480;114530;114470;114470;419;11:36:00
SPFB.RTS-12.18;1;06.11.2018;114470;114550;114460;114520;305;11:37:00
SPFB.RTS-12.18;1;06.11.2018;114510;114530;114480;114500;331;11:38:00
SPFB.RTS-12.18;1;06.11.2018;114500;114500;114430;114460;311;11:39:00
SPFB.RTS-12.18;1;06.11.2018;114450;114500;114450;114470;172;11:40:00
SPFB.RTS-12.18;1;06.11.2018;114470;114540;114450;114530;724;11:41:00
SPFB.RTS-12.18;1;06.11.2018;114530;114550;114510;114550;267;11:42:00
SPFB.RTS-12.18;1;06.11.2018;114540;114590;114530;114550;460;11:43:00
SPFB.RTS-12.18;1;06.11.2018;114540;114590;114530;114540;203;11:44:00
SPFB.RTS-12.18;1;06.11.2018;114550;114590;114550;114570;165;11:45:00
SPFB.RTS-12.18;1;06.11.2018;114570;114590;114500;114530;441;11:46:00
SPFB.RTS-12.18;1;06.11.2018;114540;114550;114460;114500;411;11:47:00
SPFB.RTS-12.18;1;06.11.2018;114480;114520;114420;114440;504;11:48:00
SPFB.RTS-12.18;1;06.11.2018;114440;114490;114430;114480;160;11:49:00
SPFB.RTS-12.18;1;06.11.2018;114500;114540;114490;114540;182;11:50:00
SPFB.RTS-12.18;1;06.11.2018;114530;114540;114490;114490;236;11:51:00
SPFB.RTS-12.18;1;06.11.2018;114490;114520;114480;114480;107;11:52:00
SPFB.RTS-12.18;1;06.11.2018;114470;114500;114460;114490;218;11:53:00
SPFB.RTS-12.18;1;06.11.2018;114480;114540;114460;114520;191;11:54:00
SPFB.RTS-12.18;1;06.11.2018;114520;114570;114500;114520;342;11:55:00
SPFB.RTS-12.18;1;06.11.2018;114530;114600;114530;114570;519;11:56:00
SPFB.RTS-12.18;1;06.11.2018;114570;114640;114560;114640;842;11:57:00
SPFB.RTS-12.18;1;06.11.2018;114640;114640;114590;114590;463;11:58:00
SPFB.RTS-12.18;1;06.11.2018;114600;114630;114580;114620;342;11:59:00
SPFB.RTS-12.18;1;06.11.2018;114630;114680;114590;114610;1238;12:00:00
SPFB.RTS-12.18;1;06.11.2018;114600;114650;114560;114570;1194;12:01:00
SPFB.RTS-12.18;1;06.11.2018;114580;114640;114560;114570;520;12:02:00
SPFB.RTS-12.18;1;06.11.2018;114570;114660;114560;114640;429;12:03:00
SPFB.RTS-12.18;1;06.11.2018;114640;114770;114640;114750;2429;12:04:00
SPFB.RTS-12.18;1;06.11.2018;114750;114780;114690;114710;1506;12:05:00
SPFB.RTS-12.18;1;06.11.2018;114700;114750;114700;114740;560;12:06:00
SPFB.RTS-12.18;1;06.11.2018;114750;114770;114720;114720;560;12:07:00
SPFB.RTS-12.18;1;06.11.2018;114730;114750;114720;114720;308;12:08:00
SPFB.RTS-12.18;1;06.11.2018;114720;114740;114700;114710;242;12:09:00
SPFB.RTS-12.18;1;06.11.2018;114700;114740;114690;114720;259;12:10:00
SPFB.RTS-12.18;1;06.11.2018;114730;114750;114690;114690;441;12:11:00
SPFB.RTS-12.18;1;06.11.2018;114700;114710;114620;114640;1176;12:12:00
SPFB.RTS-12.18;1;06.11.2018;114640;114660;114620;114630;487;12:13:00
SPFB.RTS-12.18;1;06.11.2018;114640;114650;114570;114620;1359;12:14:00
SPFB.RTS-12.18;1;06.11.2018;114610;114610;114570;114590;351;12:15:00
SPFB.RTS-12.18;1;06.11.2018;114580;114660;114580;114630;491;12:16:00
SPFB.RTS-12.18;1;06.11.2018;114630;114640;114610;114640;129;12:17:00
SPFB.RTS-12.18;1;06.11.2018;114640;114650;114550;114550;706;12:18:00
SPFB.RTS-12.18;1;06.11.2018;114550;114580;114540;114560;346;12:19:00
SPFB.RTS-12.18;1;06.11.2018;114570;114590;114560;114590;213;12:20:00
SPFB.RTS-12.18;1;06.11.2018;114580;114610;114580;114590;295;12:21:00
SPFB.RTS-12.18;1;06.11.2018;114590;114610;114530;114540;434;12:22:00
SPFB.RTS-12.18;1;06.11.2018;114540;114580;114540;114570;186;12:23:00
SPFB.RTS-12.18;1;06.11.2018;114560;114570;114540;114550;151;12:24:00
SPFB.RTS-12.18;1;06.11.2018;114540;114570;114530;114570;179;12:25:00
SPFB.RTS-12.18;1;06.11.2018;114560;114600;114560;114570;353;12:26:00
SPFB.RTS-12.18;1;06.11.2018;114580;114590;114530;114540;177;12:27:00
SPFB.RTS-12.18;1;06.11.2018;114530;114570;114520;114520;268;12:28:00
SPFB.RTS-12.18;1;06.11.2018;114530;114570;114530;114560;155;12:29:00
SPFB.RTS-12.18;1;06.11.2018;114560;114570;114490;114510;454;12:30:00
SPFB.RTS-12.18;1;06.11.2018;114520;114530;114510;114520;184;12:31:00
SPFB.RTS-12.18;1;06.11.2018;114500;114540;114500;114540;235;12:32:00
SPFB.RTS-12.18;1;06.11.2018;114520;114560;114520;114560;399;12:33:00
SPFB.RTS-12.18;1;06.11.2018;114560;114560;114530;114550;215;12:34:00
SPFB.RTS-12.18;1;06.11.2018;114540;114560;114520;114540;261;12:35:00
SPFB.RTS-12.18;1;06.11.2018;114550;114590;114550;114590;177;12:36:00
SPFB.RTS-12.18;1;06.11.2018;114580;114640;114580;114600;599;12:37:00
SPFB.RTS-12.18;1;06.11.2018;114610;114630;114570;114630;280;12:38:00
SPFB.RTS-12.18;1;06.11.2018;114620;114680;114590;114640;614;12:39:00
SPFB.RTS-12.18;1;06.11.2018;114640;114650;114600;114610;261;12:40:00
SPFB.RTS-12.18;1;06.11.2018;114610;114630;114540;114550;216;12:41:00
SPFB.RTS-12.18;1;06.11.2018;114560;114560;114500;114530;310;12:42:00
SPFB.RTS-12.18;1;06.11.2018;114530;114540;114510;114540;146;12:43:00
SPFB.RTS-12.18;1;06.11.2018;114520;114570;114510;114560;319;12:44:00
SPFB.RTS-12.18;1;06.11.2018;114550;114600;114550;114580;196;12:45:00
SPFB.RTS-12.18;1;06.11.2018;114590;114590;114530;114530;197;12:46:00
SPFB.RTS-12.18;1;06.11.2018;114530;114570;114500;114500;469;12:47:00
SPFB.RTS-12.18;1;06.11.2018;114500;114510;114410;114410;1016;12:48:00
SPFB.RTS-12.18;1;06.11.2018;114420;114490;114400;114430;863;12:49:00
SPFB.RTS-12.18;1;06.11.2018;114440;114450;114390;114420;483;12:50:00
SPFB.RTS-12.18;1;06.11.2018;114420;114460;114390;114410;589;12:51:00
SPFB.RTS-12.18;1;06.11.2018;114420;114420;114380;114410;397;12:52:00
SPFB.RTS-12.18;1;06.11.2018;114410;114460;114400;114450;590;12:53:00
SPFB.RTS-12.18;1;06.11.2018;114450;114480;114450;114460;309;12:54:00
SPFB.RTS-12.18;1;06.11.2018;114460;114490;114450;114480;181;12:55:00
SPFB.RTS-12.18;1;06.11.2018;114480;114500;114450;114500;197;12:56:00
SPFB.RTS-12.18;1;06.11.2018;114500;114500;114440;114480;368;12:57:00
SPFB.RTS-12.18;1;06.11.2018;114470;114550;114470;114520;476;12:58:00
SPFB.RTS-12.18;1;06.11.2018;114530;114540;114500;114510;184;12:59:00
SPFB.RTS-12.18;1;06.11.2018;114500;114520;114480;114490;211;13:00:00
SPFB.RTS-12.18;1;06.11.2018;114490;114530;114460;114480;362;13:01:00
SPFB.RTS-12.18;1;06.11.2018;114480;114500;114470;114500;51;13:02:00
SPFB.RTS-12.18;1;06.11.2018;114510;114510;114430;114440;310;13:03:00
SPFB.RTS-12.18;1;06.11.2018;114440;114450;114420;114430;275;13:04:00
SPFB.RTS-12.18;1;06.11.2018;114430;114440;114360;114410;618;13:05:00
SPFB.RTS-12.18;1;06.11.2018;114410;114470;114390;114460;404;13:06:00
SPFB.RTS-12.18;1;06.11.2018;114450;114500;114450;114480;204;13:07:00
SPFB.RTS-12.18;1;06.11.2018;114480;114480;114380;114390;274;13:08:00
SPFB.RTS-12.18;1;06.11.2018;114390;114430;114370;114420;369;13:09:00
SPFB.RTS-12.18;1;06.11.2018;114430;114470;114410;114470;241;13:10:00
SPFB.RTS-12.18;1;06.11.2018;114470;114480;114430;114450;217;13:11:00
SPFB.RTS-12.18;1;06.11.2018;114460;114510;114440;114490;597;13:12:00
SPFB.RTS-12.18;1;06.11.2018;114480;114540;114470;114470;461;13:13:00
SPFB.RTS-12.18;1;06.11.2018;114470;114480;114390;114420;407;13:14:00
SPFB.RTS-12.18;1;06.11.2018;114430;114500;114430;114460;169;13:15:00
SPFB.RTS-12.18;1;06.11.2018;114450;114530;114450;114520;188;13:16:00
SPFB.RTS-12.18;1;06.11.2018;114520;114590;114500;114550;455;13:17:00
SPFB.RTS-12.18;1;06.11.2018;114550;114550;114500;114520;141;13:18:00
SPFB.RTS-12.18;1;06.11.2018;114520;114560;114520;114550;165;13:19:00
SPFB.RTS-12.18;1;06.11.2018;114550;114670;114540;114650;1030;13:20:00
SPFB.RTS-12.18;1;06.11.2018;114660;114670;114600;114610;541;13:21:00
SPFB.RTS-12.18;1;06.11.2018;114620;114630;114570;114600;273;13:22:00
SPFB.RTS-12.18;1;06.11.2018;114610;114630;114600;114630;120;13:23:00
SPFB.RTS-12.18;1;06.11.2018;114630;114650;114620;114630;301;13:24:00
SPFB.RTS-12.18;1;06.11.2018;114640;114640;114590;114600;212;13:25:00
SPFB.RTS-12.18;1;06.11.2018;114610;114710;114600;114690;822;13:26:00
SPFB.RTS-12.18;1;06.11.2018;114680;114690;114610;114620;368;13:27:00
SPFB.RTS-12.18;1;06.11.2018;114620;114640;114600;114630;300;13:28:00
SPFB.RTS-12.18;1;06.11.2018;114620;114660;114620;114630;140;13:29:00
SPFB.RTS-12.18;1;06.11.2018;114630;114680;114620;114670;337;13:30:00
SPFB.RTS-12.18;1;06.11.2018;114650;114700;114650;114680;471;13:31:00
SPFB.RTS-12.18;1;06.11.2018;114690;114690;114660;114690;153;13:32:00
SPFB.RTS-12.18;1;06.11.2018;114670;114740;114670;114740;603;13:33:00
SPFB.RTS-12.18;1;06.11.2018;114740;114760;114670;114700;707;13:34:00
SPFB.RTS-12.18;1;06.11.2018;114710;114730;114700;114710;248;13:35:00
SPFB.RTS-12.18;1;06.11.2018;114720;114720;114660;114660;345;13:36:00
SPFB.RTS-12.18;1;06.11.2018;114670;114680;114600;114600;534;13:37:00
SPFB.RTS-12.18;1;06.11.2018;114600;114650;114600;114640;325;13:38:00
SPFB.RTS-12.18;1;06.11.2018;114640;114640;114600;114620;209;13:39:00
SPFB.RTS-12.18;1;06.11.2018;114620;114630;114590;114590;307;13:40:00
SPFB.RTS-12.18;1;06.11.2018;114590;114660;114590;114640;219;13:41:00
SPFB.RTS-12.18;1;06.11.2018;114650;114660;114630;114630;102;13:42:00
SPFB.RTS-12.18;1;06.11.2018;114630;114640;114620;114620;145;13:43:00
SPFB.RTS-12.18;1;06.11.2018;114610;114670;114610;114650;203;13:44:00
SPFB.RTS-12.18;1;06.11.2018;114650;114650;114590;114600;124;13:45:00
SPFB.RTS-12.18;1;06.11.2018;114600;114620;114570;114580;324;13:46:00
SPFB.RTS-12.18;1;06.11.2018;114580;114640;114580;114620;51;13:47:00
SPFB.RTS-12.18;1;06.11.2018;114630;114650;114630;114630;59;13:48:00
SPFB.RTS-12.18;1;06.11.2018;114630;114660;114630;114650;98;13:49:00
SPFB.RTS-12.18;1;06.11.2018;114650;114680;114600;114640;258;13:50:00
SPFB.RTS-12.18;1;06.11.2018;114640;114700;114640;114670;642;13:51:00
SPFB.RTS-12.18;1;06.11.2018;114660;114670;114640;114640;213;13:52:00
SPFB.RTS-12.18;1;06.11.2018;114640;114650;114630;114650;193;13:53:00
SPFB.RTS-12.18;1;06.11.2018;114650;114670;114630;114630;117;13:54:00
SPFB.RTS-12.18;1;06.11.2018;114620;114640;114580;114590;269;13:55:00
SPFB.RTS-12.18;1;06.11.2018;114590;114630;114560;114570;393;13:56:00
SPFB.RTS-12.18;1;06.11.2018;114570;114610;114570;114600;303;13:57:00
SPFB.RTS-12.18;1;06.11.2018;114600;114600;114550;114560;388;13:58:00
SPFB.RTS-12.18;1;06.11.2018;114560;114600;114510;114520;415;13:59:00
SPFB.RTS-12.18;1;06.11.2018;114510;114540;114500;114500;158;14:00:00
SPFB.RTS-12.18;1;06.11.2018;114520;114580;114480;114510;1433;14:06:00
SPFB.RTS-12.18;1;06.11.2018;114520;114520;114460;114500;523;14:07:00
SPFB.RTS-12.18;1;06.11.2018;114500;114540;114490;114530;531;14:08:00
SPFB.RTS-12.18;1;06.11.2018;114520;114520;114460;114460;238;14:09:00
SPFB.RTS-12.18;1;06.11.2018;114470;114480;114450;114470;232;14:10:00
SPFB.RTS-12.18;1;06.11.2018;114480;114510;114480;114480;139;14:11:00
SPFB.RTS-12.18;1;06.11.2018;114490;114510;114470;114500;146;14:12:00
SPFB.RTS-12.18;1;06.11.2018;114510;114570;114500;114570;254;14:13:00
SPFB.RTS-12.18;1;06.11.2018;114550;114570;114520;114530;165;14:14:00
SPFB.RTS-12.18;1;06.11.2018;114520;114560;114490;114560;234;14:15:00
SPFB.RTS-12.18;1;06.11.2018;114570;114620;114540;114550;603;14:16:00
SPFB.RTS-12.18;1;06.11.2018;114550;114560;114500;114520;401;14:17:00
SPFB.RTS-12.18;1;06.11.2018;114540;114550;114510;114510;92;14:18:00
SPFB.RTS-12.18;1;06.11.2018;114520;114560;114500;114550;76;14:19:00
SPFB.RTS-12.18;1;06.11.2018;114560;114560;114530;114530;62;14:20:00
SPFB.RTS-12.18;1;06.11.2018;114530;114540;114500;114530;151;14:21:00
SPFB.RTS-12.18;1;06.11.2018;114530;114560;114480;114490;248;14:22:00
SPFB.RTS-12.18;1;06.11.2018;114500;114510;114490;114490;117;14:23:00
SPFB.RTS-12.18;1;06.11.2018;114490;114500;114450;114460;214;14:24:00
SPFB.RTS-12.18;1;06.11.2018;114460;114510;114450;114500;147;14:25:00
SPFB.RTS-12.18;1;06.11.2018;114510;114510;114460;114460;94;14:26:00
SPFB.RTS-12.18;1;06.11.2018;114460;114470;114450;114460;121;14:27:00
SPFB.RTS-12.18;1;06.11.2018;114460;114460;114390;114460;714;14:28:00
SPFB.RTS-12.18;1;06.11.2018;114460;114510;114450;114510;231;14:29:00
SPFB.RTS-12.18;1;06.11.2018;114510;114530;114440;114450;337;14:30:00
SPFB.RTS-12.18;1;06.11.2018;114460;114470;114430;114450;139;14:31:00
SPFB.RTS-12.18;1;06.11.2018;114450;114470;114450;114470;91;14:32:00
