<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;04.10.2018;0;1168500;1169100;1168300;1169100;476
SPFB.RTS-12.18;1;04.10.2018;0;1169100;1169100;1168600;1168600;352
SPFB.RTS-12.18;1;04.10.2018;0;1168600;1169600;1168600;1169400;664
SPFB.RTS-12.18;1;04.10.2018;0;1169500;1169600;1168800;1169300;664
SPFB.RTS-12.18;1;04.10.2018;0;1169300;1169300;1168600;1168800;376
SPFB.RTS-12.18;1;04.10.2018;0;1168800;1168900;1168300;1168700;405
SPFB.RTS-12.18;1;04.10.2018;0;1168600;1169400;1168500;1168500;1284
SPFB.RTS-12.18;1;04.10.2018;0;1168500;1169400;1167800;1167900;939
SPFB.RTS-12.18;1;04.10.2018;0;1167900;1168000;1167500;1167800;1205
SPFB.RTS-12.18;1;04.10.2018;0;1167900;1168700;1167700;1168700;663
SPFB.RTS-12.18;1;04.10.2018;0;1168700;1168800;1168400;1168600;375
SPFB.RTS-12.18;1;04.10.2018;0;1168600;1170000;1168600;1170000;1662
SPFB.RTS-12.18;1;04.10.2018;0;1170000;1170000;1169000;1169900;657
SPFB.RTS-12.18;1;04.10.2018;0;1169900;1171400;1169400;1171300;2237
SPFB.RTS-12.18;1;04.10.2018;0;1171400;1172700;1171300;1172500;2167
SPFB.RTS-12.18;1;04.10.2018;0;1172500;1173700;1172000;1172900;3389
SPFB.RTS-12.18;1;04.10.2018;0;1172800;1173900;1172800;1173400;1766
SPFB.RTS-12.18;1;04.10.2018;0;1173400;1173900;1172600;1172800;1025
SPFB.RTS-12.18;1;04.10.2018;0;1172700;1173400;1172300;1173000;1210
SPFB.RTS-12.18;1;04.10.2018;0;1173100;1173700;1172800;1173400;876
SPFB.RTS-12.18;1;04.10.2018;0;1173400;1173700;1172400;1172400;479
SPFB.RTS-12.18;1;04.10.2018;1;1172400;1173100;1172200;1172300;1119
SPFB.RTS-12.18;1;04.10.2018;1;1172400;1172800;1170300;1170900;1765
SPFB.RTS-12.18;1;04.10.2018;1;1170700;1172100;1170700;1171200;1143
SPFB.RTS-12.18;1;04.10.2018;1;1171100;1171300;1169500;1170200;1825
SPFB.RTS-12.18;1;04.10.2018;1;1170100;1170300;1169000;1169000;753
SPFB.RTS-12.18;1;04.10.2018;1;1169100;1169700;1169000;1169100;574
SPFB.RTS-12.18;1;04.10.2018;1;1169000;1169600;1168500;1169200;861
SPFB.RTS-12.18;1;04.10.2018;1;1169100;1169900;1169000;1169300;452
SPFB.RTS-12.18;1;04.10.2018;1;1169300;1170000;1169100;1169100;365
SPFB.RTS-12.18;1;04.10.2018;1;1169100;1170300;1168900;1170200;696
SPFB.RTS-12.18;1;04.10.2018;1;1170200;1171100;1169200;1169900;1230
SPFB.RTS-12.18;1;04.10.2018;1;1169900;1170800;1169500;1170500;558
SPFB.RTS-12.18;1;04.10.2018;1;1170600;1171100;1170200;1170600;289
SPFB.RTS-12.18;1;04.10.2018;1;1170600;1171300;1170400;1171300;281
SPFB.RTS-12.18;1;04.10.2018;1;1171400;1171900;1171000;1171100;600
SPFB.RTS-12.18;1;04.10.2018;1;1171200;1171300;1170600;1170800;189
SPFB.RTS-12.18;1;04.10.2018;1;1170700;1170900;1170600;1170600;283
SPFB.RTS-12.18;1;04.10.2018;1;1170500;1171800;1170300;1171600;563
SPFB.RTS-12.18;1;04.10.2018;1;1171600;1172500;1171200;1172300;699
SPFB.RTS-12.18;1;04.10.2018;1;1172300;1173000;1171800;1172100;791
SPFB.RTS-12.18;1;04.10.2018;1;1172100;1172500;1172000;1172100;190
SPFB.RTS-12.18;1;04.10.2018;1;1172100;1172500;1172000;1172000;477
SPFB.RTS-12.18;1;04.10.2018;1;1172000;1172000;1170600;1170900;1002
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1171100;1170800;1171100;164
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1171100;1170800;1170900;114
SPFB.RTS-12.18;1;04.10.2018;1;1170900;1171800;1170700;1171400;404
SPFB.RTS-12.18;1;04.10.2018;1;1171200;1171200;1169200;1169500;1150
SPFB.RTS-12.18;1;04.10.2018;1;1169400;1169700;1169200;1169600;348
SPFB.RTS-12.18;1;04.10.2018;1;1169500;1169600;1168800;1169600;625
SPFB.RTS-12.18;1;04.10.2018;1;1169600;1170000;1169400;1169600;282
SPFB.RTS-12.18;1;04.10.2018;1;1169600;1170100;1169500;1169800;159
SPFB.RTS-12.18;1;04.10.2018;1;1170000;1170000;1169200;1169500;241
SPFB.RTS-12.18;1;04.10.2018;1;1169600;1169800;1169400;1169800;203
SPFB.RTS-12.18;1;04.10.2018;1;1169800;1169800;1169400;1169500;234
SPFB.RTS-12.18;1;04.10.2018;1;1169500;1170200;1169200;1170200;415
SPFB.RTS-12.18;1;04.10.2018;1;1170200;1170400;1169500;1170200;304
SPFB.RTS-12.18;1;04.10.2018;1;1170100;1170700;1169700;1170400;423
SPFB.RTS-12.18;1;04.10.2018;1;1170500;1170800;1170000;1170800;348
SPFB.RTS-12.18;1;04.10.2018;1;1170800;1171500;1170700;1171000;695
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1171400;1170600;1171200;419
SPFB.RTS-12.18;1;04.10.2018;1;1171100;1171100;1169300;1169400;712
SPFB.RTS-12.18;1;04.10.2018;1;1169300;1169300;1168100;1168900;2035
SPFB.RTS-12.18;1;04.10.2018;1;1168800;1169500;1168100;1169400;428
SPFB.RTS-12.18;1;04.10.2018;1;1169400;1170500;1169100;1170300;648
SPFB.RTS-12.18;1;04.10.2018;1;1170400;1171000;1170200;1170500;415
SPFB.RTS-12.18;1;04.10.2018;1;1170400;1170700;1170100;1170600;172
SPFB.RTS-12.18;1;04.10.2018;1;1170600;1170900;1170400;1170600;391
SPFB.RTS-12.18;1;04.10.2018;1;1170800;1172000;1170100;1171900;990
SPFB.RTS-12.18;1;04.10.2018;1;1171900;1172600;1171400;1172100;837
SPFB.RTS-12.18;1;04.10.2018;1;1172200;1172800;1172000;1172300;773
SPFB.RTS-12.18;1;04.10.2018;1;1172200;1172200;1170800;1171100;605
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1171100;1170000;1170300;716
SPFB.RTS-12.18;1;04.10.2018;1;1170300;1170800;1170000;1170700;321
SPFB.RTS-12.18;1;04.10.2018;1;1170600;1170700;1170200;1170500;190
SPFB.RTS-12.18;1;04.10.2018;1;1170400;1170500;1170200;1170300;130
SPFB.RTS-12.18;1;04.10.2018;1;1170200;1170900;1170200;1170500;369
SPFB.RTS-12.18;1;04.10.2018;1;1170600;1170800;1170500;1170800;161
SPFB.RTS-12.18;1;04.10.2018;1;1170900;1172300;1170600;1171700;1005
SPFB.RTS-12.18;1;04.10.2018;1;1171600;1172500;1171600;1172400;554
SPFB.RTS-12.18;1;04.10.2018;1;1172400;1172600;1171100;1171100;531
SPFB.RTS-12.18;1;04.10.2018;1;1171300;1171500;1170700;1171400;295
SPFB.RTS-12.18;1;04.10.2018;1;1171200;1171300;1169300;1170100;1351
SPFB.RTS-12.18;1;04.10.2018;1;1170100;1170200;1169500;1169800;437
SPFB.RTS-12.18;1;04.10.2018;1;1169700;1170600;1169600;1170300;486
SPFB.RTS-12.18;1;04.10.2018;1;1170500;1171000;1170200;1170800;251
SPFB.RTS-12.18;1;04.10.2018;1;1170800;1170900;1170500;1170900;115
SPFB.RTS-12.18;1;04.10.2018;1;1170800;1170800;1170500;1170500;133
SPFB.RTS-12.18;1;04.10.2018;1;1170600;1171000;1170300;1170900;200
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1171000;1170300;1170400;277
SPFB.RTS-12.18;1;04.10.2018;1;1170600;1171800;1170500;1171600;418
SPFB.RTS-12.18;1;04.10.2018;1;1171600;1172400;1171400;1172200;472
SPFB.RTS-12.18;1;04.10.2018;1;1172100;1172300;1171300;1171600;481
SPFB.RTS-12.18;1;04.10.2018;1;1171600;1171600;1170600;1171100;370
SPFB.RTS-12.18;1;04.10.2018;1;1171100;1171300;1170700;1171000;79
SPFB.RTS-12.18;1;04.10.2018;1;1170900;1171500;1170800;1170800;124
SPFB.RTS-12.18;1;04.10.2018;1;1170800;1171200;1170800;1171000;139
SPFB.RTS-12.18;1;04.10.2018;1;1171100;1171500;1171000;1171100;144
SPFB.RTS-12.18;1;04.10.2018;1;1171200;1171200;1170700;1170900;84
SPFB.RTS-12.18;1;04.10.2018;1;1171100;1171300;1170600;1170700;148
SPFB.RTS-12.18;1;04.10.2018;1;1170600;1171400;1170500;1170900;172
SPFB.RTS-12.18;1;04.10.2018;1;1170800;1171200;1170800;1171100;98
SPFB.RTS-12.18;1;04.10.2018;1;1171200;1171800;1170900;1171200;270
SPFB.RTS-12.18;1;04.10.2018;1;1171100;1172300;1170900;1172100;586
SPFB.RTS-12.18;1;04.10.2018;1;1172000;1172000;1171000;1171000;441
SPFB.RTS-12.18;1;04.10.2018;1;1171300;1171300;1171000;1171000;102
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1171300;1171000;1171000;34
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1171800;1170500;1171800;395
SPFB.RTS-12.18;1;04.10.2018;1;1171800;1172700;1171400;1172000;671
SPFB.RTS-12.18;1;04.10.2018;1;1172100;1172200;1171500;1171900;153
SPFB.RTS-12.18;1;04.10.2018;1;1171600;1171800;1171100;1171700;169
SPFB.RTS-12.18;1;04.10.2018;1;1171600;1171800;1171300;1171300;79
SPFB.RTS-12.18;1;04.10.2018;1;1171200;1171400;1170000;1170200;1209
SPFB.RTS-12.18;1;04.10.2018;1;1170200;1170700;1170100;1170500;198
SPFB.RTS-12.18;1;04.10.2018;1;1170600;1170700;1170300;1170300;219
SPFB.RTS-12.18;1;04.10.2018;1;1170200;1170500;1169600;1170000;510
SPFB.RTS-12.18;1;04.10.2018;1;1170200;1170700;1170100;1170500;217
SPFB.RTS-12.18;1;04.10.2018;1;1170400;1170500;1170200;1170500;93
SPFB.RTS-12.18;1;04.10.2018;1;1170500;1170600;1169700;1170200;320
SPFB.RTS-12.18;1;04.10.2018;1;1170200;1170300;1169400;1169500;365
SPFB.RTS-12.18;1;04.10.2018;1;1169500;1170200;1169200;1170000;457
SPFB.RTS-12.18;1;04.10.2018;1;1170000;1170200;1169900;1170100;119
SPFB.RTS-12.18;1;04.10.2018;1;1170100;1170100;1169400;1170000;173
SPFB.RTS-12.18;1;04.10.2018;1;1170000;1170400;1169900;1169900;272
SPFB.RTS-12.18;1;04.10.2018;1;1169900;1170000;1169700;1169700;168
SPFB.RTS-12.18;1;04.10.2018;1;1169700;1169800;1169200;1169400;251
SPFB.RTS-12.18;1;04.10.2018;1;1169500;1169700;1169100;1169500;387
SPFB.RTS-12.18;1;04.10.2018;1;1169500;1170500;1169200;1170400;669
SPFB.RTS-12.18;1;04.10.2018;1;1170400;1170600;1170000;1170600;453
SPFB.RTS-12.18;1;04.10.2018;1;1170600;1171200;1170400;1170800;555
SPFB.RTS-12.18;1;04.10.2018;1;1170900;1170900;1170500;1170500;249
SPFB.RTS-12.18;1;04.10.2018;1;1170500;1170800;1170500;1170800;175
SPFB.RTS-12.18;1;04.10.2018;1;1170900;1171700;1170800;1171300;527
SPFB.RTS-12.18;1;04.10.2018;1;1171300;1171400;1170700;1171300;259
SPFB.RTS-12.18;1;04.10.2018;1;1171100;1171700;1171100;1171200;263
SPFB.RTS-12.18;1;04.10.2018;1;1171300;1171400;1171000;1171100;160
SPFB.RTS-12.18;1;04.10.2018;1;1171100;1172000;1171000;1172000;567
SPFB.RTS-12.18;1;04.10.2018;1;1171800;1172000;1171200;1171400;306
SPFB.RTS-12.18;1;04.10.2018;1;1171500;1171900;1171300;1171700;226
SPFB.RTS-12.18;1;04.10.2018;1;1171700;1172100;1171400;1171900;400
SPFB.RTS-12.18;1;04.10.2018;1;1171900;1172000;1171700;1171800;156
SPFB.RTS-12.18;1;04.10.2018;1;1171700;1172000;1171400;1171500;348
SPFB.RTS-12.18;1;04.10.2018;1;1171600;1171700;1169400;1169700;1364
SPFB.RTS-12.18;1;04.10.2018;1;1169700;1170400;1169300;1170400;561
SPFB.RTS-12.18;1;04.10.2018;1;1170300;1170800;1170000;1170700;404
SPFB.RTS-12.18;1;04.10.2018;1;1170700;1171400;1170500;1170800;682
SPFB.RTS-12.18;1;04.10.2018;1;1170800;1171300;1170700;1170900;385
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1171000;1170600;1170800;243
SPFB.RTS-12.18;1;04.10.2018;1;1170900;1171100;1170900;1171000;235
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1172300;1171000;1171900;1159
SPFB.RTS-12.18;1;04.10.2018;1;1171900;1172000;1171300;1171300;210
SPFB.RTS-12.18;1;04.10.2018;1;1171400;1171500;1171000;1171400;221
SPFB.RTS-12.18;1;04.10.2018;1;1171400;1171700;1170700;1170900;459
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1171000;1170100;1170400;446
SPFB.RTS-12.18;1;04.10.2018;1;1170300;1170700;1170100;1170200;420
SPFB.RTS-12.18;1;04.10.2018;1;1170100;1170400;1169700;1170100;444
SPFB.RTS-12.18;1;04.10.2018;1;1170000;1170400;1169800;1170400;261
SPFB.RTS-12.18;1;04.10.2018;1;1170400;1170600;1170000;1170400;180
SPFB.RTS-12.18;1;04.10.2018;1;1170400;1170600;1170300;1170400;128
SPFB.RTS-12.18;1;04.10.2018;1;1170300;1170400;1169700;1170000;290
SPFB.RTS-12.18;1;04.10.2018;1;1170100;1170400;1169700;1170300;195
SPFB.RTS-12.18;1;04.10.2018;1;1170300;1170900;1170100;1170800;342
SPFB.RTS-12.18;1;04.10.2018;1;1170800;1171600;1170600;1171500;658
SPFB.RTS-12.18;1;04.10.2018;1;1171400;1171400;1170800;1171000;283
SPFB.RTS-12.18;1;04.10.2018;1;1171100;1171100;1170700;1170700;88
SPFB.RTS-12.18;1;04.10.2018;1;1170700;1171700;1170700;1171300;209
SPFB.RTS-12.18;1;04.10.2018;1;1171200;1171400;1171000;1171000;124
SPFB.RTS-12.18;1;04.10.2018;1;1171000;1171400;1170900;1171300;173
SPFB.RTS-12.18;1;04.10.2018;1;1171500;1172500;1171500;1172300;847
SPFB.RTS-12.18;1;04.10.2018;1;1172400;1172400;1171000;1171300;730
SPFB.RTS-12.18;1;04.10.2018;1;1171200;1171200;1170200;1170300;721
SPFB.RTS-12.18;1;04.10.2018;1;1170300;1170500;1168000;1168100;2869
SPFB.RTS-12.18;1;04.10.2018;1;1168200;1169200;1168000;1168800;1551
SPFB.RTS-12.18;1;04.10.2018;1;1168800;1168900;1168400;1168500;600
SPFB.RTS-12.18;1;04.10.2018;1;1168400;1168700;1166600;1167100;4042
SPFB.RTS-12.18;1;04.10.2018;1;1167300;1168000;1166900;1167800;902
SPFB.RTS-12.18;1;04.10.2018;1;1167900;1168100;1167200;1167400;835
SPFB.RTS-12.18;1;04.10.2018;1;1167300;1167900;1166700;1167500;1229
SPFB.RTS-12.18;1;04.10.2018;1;1167400;1167900;1166500;1166900;1009
SPFB.RTS-12.18;1;04.10.2018;1;1166800;1166800;1165400;1165900;2129
SPFB.RTS-12.18;1;04.10.2018;1;1165900;1166000;1165400;1165700;1075
SPFB.RTS-12.18;1;04.10.2018;1;1165700;1166200;1165100;1165500;1775
SPFB.RTS-12.18;1;04.10.2018;1;1165500;1166100;1165000;1165600;1902
SPFB.RTS-12.18;1;04.10.2018;1;1165600;1165900;1163800;1164200;3144
SPFB.RTS-12.18;1;04.10.2018;1;1164200;1165200;1163900;1165100;1072
SPFB.RTS-12.18;1;04.10.2018;1;1165200;1167300;1164900;1166800;2710
SPFB.RTS-12.18;1;04.10.2018;1;1166900;1167000;1165900;1166100;905
SPFB.RTS-12.18;1;04.10.2018;1;1166200;1166300;1162400;1164500;4803
SPFB.RTS-12.18;1;04.10.2018;1;1164600;1164600;1163300;1164100;1242
SPFB.RTS-12.18;1;04.10.2018;1;1164000;1165200;1163700;1164700;1175
SPFB.RTS-12.18;1;04.10.2018;1;1164700;1164800;1163800;1164500;681
SPFB.RTS-12.18;1;04.10.2018;1;1164400;1165100;1163800;1165100;652
SPFB.RTS-12.18;1;04.10.2018;1;1165000;1166000;1164700;1165800;1090
SPFB.RTS-12.18;1;04.10.2018;1;1165800;1166300;1165700;1166300;802
SPFB.RTS-12.18;1;04.10.2018;1;1166100;1166200;1164700;1165100;1143
SPFB.RTS-12.18;1;04.10.2018;1;1165200;1165300;1164400;1164800;670
SPFB.RTS-12.18;1;04.10.2018;1;1164900;1165400;1164300;1164400;955
SPFB.RTS-12.18;1;04.10.2018;1;1164500;1165000;1164200;1164500;1180
SPFB.RTS-12.18;1;04.10.2018;1;1164400;1165000;1164100;1164400;937
SPFB.RTS-12.18;1;04.10.2018;1;1164400;1164800;1163000;1163200;2008
SPFB.RTS-12.18;1;04.10.2018;1;1163300;1163900;1162800;1163600;1552
SPFB.RTS-12.18;1;04.10.2018;1;1163400;1163700;1162800;1163100;1096
SPFB.RTS-12.18;1;04.10.2018;1;1162900;1162900;1161600;1162500;1864
SPFB.RTS-12.18;1;04.10.2018;1;1162500;1162800;1161500;1161500;860
SPFB.RTS-12.18;1;04.10.2018;1;1161500;1161700;1160600;1160600;2212
SPFB.RTS-12.18;1;04.10.2018;1;1160600;1162700;1160200;1162500;2691
SPFB.RTS-12.18;1;04.10.2018;1;1162500;1163300;1161800;1163100;1702
SPFB.RTS-12.18;1;04.10.2018;1;1163000;1163500;1163000;1163300;790
SPFB.RTS-12.18;1;04.10.2018;1;1163200;1163300;1161900;1162400;701
SPFB.RTS-12.18;1;04.10.2018;1;1162300;1164400;1162300;1163200;2949
SPFB.RTS-12.18;1;04.10.2018;1;1163200;1165000;1163200;1164400;3066
SPFB.RTS-12.18;1;04.10.2018;1;1164500;1164600;1163300;1163400;583
SPFB.RTS-12.18;1;04.10.2018;1;1163400;1163600;1162700;1162700;1029
SPFB.RTS-12.18;1;04.10.2018;1;1162700;1163500;1162100;1163100;952
SPFB.RTS-12.18;1;04.10.2018;1;1163100;1163300;1162400;1162400;376
SPFB.RTS-12.18;1;04.10.2018;1;1162400;1164200;1162300;1164200;924
SPFB.RTS-12.18;1;04.10.2018;1;1164100;1164100;1162500;1162500;609
SPFB.RTS-12.18;1;04.10.2018;1;1162500;1163000;1162200;1162800;497
SPFB.RTS-12.18;1;04.10.2018;1;1162800;1163000;1161900;1162200;912
SPFB.RTS-12.18;1;04.10.2018;1;1162100;1162200;1160800;1161400;1098
SPFB.RTS-12.18;1;04.10.2018;1;1161300;1162600;1161100;1161200;969
SPFB.RTS-12.18;1;04.10.2018;1;1161400;1162300;1161200;1161200;526
SPFB.RTS-12.18;1;04.10.2018;1;1161200;1161600;1160500;1160900;1048
SPFB.RTS-12.18;1;04.10.2018;1;1160700;1160800;1159100;1159600;2071
SPFB.RTS-12.18;1;04.10.2018;1;1159500;1160600;1159000;1160600;1399
SPFB.RTS-12.18;1;04.10.2018;1;1160500;1161500;1160200;1160300;1423
SPFB.RTS-12.18;1;04.10.2018;1;1160600;1161400;1160200;1160800;683
SPFB.RTS-12.18;1;04.10.2018;1;1160800;1160900;1159400;1159600;2127
SPFB.RTS-12.18;1;04.10.2018;1;1159500;1160000;1159200;1159300;889
SPFB.RTS-12.18;1;04.10.2018;1;1159400;1159800;1158100;1158700;2356
SPFB.RTS-12.18;1;04.10.2018;1;1158700;1159700;1158200;1159200;1519
SPFB.RTS-12.18;1;04.10.2018;1;1159200;1159500;1159000;1159000;678
SPFB.RTS-12.18;1;04.10.2018;1;1159000;1159700;1159000;1159500;560
SPFB.RTS-12.18;1;04.10.2018;1;1159600;1159600;1159200;1159500;284
SPFB.RTS-12.18;1;04.10.2018;1;1159400;1159500;1158900;1159400;1268
SPFB.RTS-12.18;1;04.10.2018;1;1159400;1160100;1159400;1159600;1018
SPFB.RTS-12.18;1;04.10.2018;1;1159500;1159700;1159000;1159200;575
SPFB.RTS-12.18;1;04.10.2018;1;1159100;1159900;1158500;1158700;1548
SPFB.RTS-12.18;1;04.10.2018;1;1158600;1158900;1158400;1158500;778
SPFB.RTS-12.18;1;04.10.2018;1;1158500;1159500;1158400;1159300;623
SPFB.RTS-12.18;1;04.10.2018;1;1159400;1160200;1159200;1160100;765
SPFB.RTS-12.18;1;04.10.2018;1;1160200;1160800;1160100;1160500;858
SPFB.RTS-12.18;1;04.10.2018;1;1160500;1161000;1159600;1159800;848
SPFB.RTS-12.18;1;04.10.2018;1;1159700;1160300;1159100;1159700;1393
SPFB.RTS-12.18;1;04.10.2018;1;1159800;1160100;1159400;1160000;382
SPFB.RTS-12.18;1;04.10.2018;1;1160000;1160700;1159800;1160400;664
SPFB.RTS-12.18;1;04.10.2018;1;1160500;1161700;1159800;1161100;1885
SPFB.RTS-12.18;1;04.10.2018;1;1161300;1161700;1160400;1160900;737
SPFB.RTS-12.18;1;04.10.2018;1;1161100;1161800;1160500;1160700;1033
SPFB.RTS-12.18;1;04.10.2018;1;1160700;1161100;1160100;1160900;902
SPFB.RTS-12.18;1;04.10.2018;1;1160900;1161700;1160300;1161200;1077
SPFB.RTS-12.18;1;04.10.2018;1;1161100;1161800;1160900;1161700;749
SPFB.RTS-12.18;1;04.10.2018;1;1161700;1162100;1161300;1162000;1271
SPFB.RTS-12.18;1;04.10.2018;1;1161900;1162100;1161200;1161200;536
SPFB.RTS-12.18;1;04.10.2018;1;1161100;1161400;1160200;1160500;993
SPFB.RTS-12.18;1;04.10.2018;1;1160600;1160900;1160300;1160700;540
SPFB.RTS-12.18;1;04.10.2018;1;1160800;1160900;1160000;1160000;714
SPFB.RTS-12.18;1;04.10.2018;1;1160100;1161000;1159700;1160600;784
SPFB.RTS-12.18;1;04.10.2018;1;1160700;1161200;1160400;1160600;479
SPFB.RTS-12.18;1;04.10.2018;1;1160600;1161000;1160400;1160700;189
SPFB.RTS-12.18;1;04.10.2018;1;1160900;1161600;1160900;1161600;407
SPFB.RTS-12.18;1;04.10.2018;1;1161600;1163600;1161500;1163300;2521
SPFB.RTS-12.18;1;04.10.2018;1;1163300;1163600;1162400;1162700;1752
SPFB.RTS-12.18;1;04.10.2018;1;1162900;1163500;1162700;1163300;701
SPFB.RTS-12.18;1;04.10.2018;1;1163400;1163400;1162600;1162600;756
SPFB.RTS-12.18;1;04.10.2018;1;1162700;1162800;1162000;1162100;494
SPFB.RTS-12.18;1;04.10.2018;1;1162000;1163100;1162000;1162900;667
SPFB.RTS-12.18;1;04.10.2018;1;1162900;1163100;1162600;1162800;341
SPFB.RTS-12.18;1;04.10.2018;1;1162700;1162700;1161600;1161800;834
SPFB.RTS-12.18;1;04.10.2018;1;1161700;1162000;1161100;1161900;692
SPFB.RTS-12.18;1;04.10.2018;1;1161800;1162200;1161400;1161400;584
SPFB.RTS-12.18;1;04.10.2018;1;1161500;1162000;1161400;1161500;235
SPFB.RTS-12.18;1;04.10.2018;1;1161400;1161500;1160400;1160500;804
SPFB.RTS-12.18;1;04.10.2018;1;1160500;1160900;1160200;1160300;389
SPFB.RTS-12.18;1;04.10.2018;1;1160500;1161300;1160400;1161200;705
SPFB.RTS-12.18;1;04.10.2018;1;1161400;1161400;1160500;1160600;489
SPFB.RTS-12.18;1;04.10.2018;1;1160600;1161000;1160500;1160500;406
SPFB.RTS-12.18;1;04.10.2018;1;1160500;1160600;1159100;1159700;1751
SPFB.RTS-12.18;1;04.10.2018;1;1159600;1160400;1159500;1159600;546
SPFB.RTS-12.18;1;04.10.2018;1;1159700;1161000;1159500;1160600;475
SPFB.RTS-12.18;1;04.10.2018;1;1160700;1161300;1160500;1160800;517
SPFB.RTS-12.18;1;04.10.2018;1;1160900;1161000;1160500;1161000;353
SPFB.RTS-12.18;1;04.10.2018;1;1160900;1161000;1160400;1160500;303
SPFB.RTS-12.18;1;04.10.2018;1;1160400;1161000;1160200;1161000;235
SPFB.RTS-12.18;1;04.10.2018;1;1161000;1161700;1160900;1161700;495
SPFB.RTS-12.18;1;04.10.2018;1;1161600;1162500;1161400;1161500;1236
SPFB.RTS-12.18;1;04.10.2018;1;1161500;1162200;1161400;1161400;447
SPFB.RTS-12.18;1;04.10.2018;1;1161500;1161900;1159900;1159900;1342
SPFB.RTS-12.18;1;04.10.2018;1;1160000;1160300;1158800;1159000;1055
SPFB.RTS-12.18;1;04.10.2018;1;1159000;1159100;1157300;1158100;3578
SPFB.RTS-12.18;1;04.10.2018;1;1158000;1158200;1156600;1156600;3482
SPFB.RTS-12.18;1;04.10.2018;1;1156600;1157700;1155500;1156500;4443
SPFB.RTS-12.18;1;04.10.2018;1;1156500;1157600;1156200;1157100;1621
SPFB.RTS-12.18;1;04.10.2018;1;1157300;1157800;1157000;1157200;1567
SPFB.RTS-12.18;1;04.10.2018;1;1157100;1157200;1156400;1156800;1377
SPFB.RTS-12.18;1;04.10.2018;1;1156800;1158100;1156300;1156600;1556
SPFB.RTS-12.18;1;04.10.2018;1;1156600;1157800;1156200;1157400;948
SPFB.RTS-12.18;1;04.10.2018;1;1157500;1157500;1156300;1156800;708
SPFB.RTS-12.18;1;04.10.2018;1;1156700;1157000;1156100;1156400;765
SPFB.RTS-12.18;1;04.10.2018;1;1156500;1156900;1156200;1156700;825
SPFB.RTS-12.18;1;04.10.2018;1;1156600;1157000;1156300;1156300;350
SPFB.RTS-12.18;1;04.10.2018;1;1156300;1156400;1154700;1155000;2982
SPFB.RTS-12.18;1;04.10.2018;1;1155000;1155600;1154600;1154900;2252
SPFB.RTS-12.18;1;04.10.2018;1;1154700;1155700;1154200;1155600;2422
SPFB.RTS-12.18;1;04.10.2018;1;1155700;1155800;1154300;1154500;919
SPFB.RTS-12.18;1;04.10.2018;1;1154500;1155200;1154200;1154900;787
SPFB.RTS-12.18;1;04.10.2018;1;1155000;1155800;1154900;1155600;732
SPFB.RTS-12.18;1;04.10.2018;1;1155700;1155800;1154400;1155200;811
SPFB.RTS-12.18;1;04.10.2018;1;1155300;1156100;1154900;1155700;1092
SPFB.RTS-12.18;1;04.10.2018;1;1155600;1155600;1154800;1154900;600
SPFB.RTS-12.18;1;04.10.2018;1;1154900;1156000;1154900;1155700;843
SPFB.RTS-12.18;1;04.10.2018;1;1155500;1156800;1155500;1156600;1675
SPFB.RTS-12.18;1;04.10.2018;1;1156700;1157000;1156100;1156500;899
SPFB.RTS-12.18;1;04.10.2018;1;1156500;1156600;1155800;1156600;735
SPFB.RTS-12.18;1;04.10.2018;1;1156600;1156600;1156000;1156400;431
SPFB.RTS-12.18;1;04.10.2018;1;1156400;1156500;1156000;1156400;465
SPFB.RTS-12.18;1;04.10.2018;1;1156300;1156600;1155900;1156400;737
SPFB.RTS-12.18;1;04.10.2018;1;1156300;1156400;1155200;1155500;1490
SPFB.RTS-12.18;1;04.10.2018;1;1155600;1155700;1154300;1154800;1556
SPFB.RTS-12.18;1;04.10.2018;1;1154700;1154800;1154200;1154400;839
SPFB.RTS-12.18;1;04.10.2018;1;1154500;1155200;1154300;1155100;683
SPFB.RTS-12.18;1;04.10.2018;1;1155200;1155300;1154300;1154400;654
SPFB.RTS-12.18;1;04.10.2018;1;1154200;1155200;1154100;1155000;2035
SPFB.RTS-12.18;1;04.10.2018;1;1154800;1154800;1152700;1152900;2571
SPFB.RTS-12.18;1;04.10.2018;1;1152900;1153300;1152000;1152100;2483
SPFB.RTS-12.18;1;04.10.2018;1;1152100;1152600;1151300;1151700;1833
SPFB.RTS-12.18;1;04.10.2018;1;1151600;1152600;1151300;1152200;1635
SPFB.RTS-12.18;1;04.10.2018;1;1152100;1152300;1151500;1152200;2067
SPFB.RTS-12.18;1;04.10.2018;1;1152100;1152200;1151400;1151600;1849
