<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;04.10.2018;1;1145000;1145000;1144700;1144700;47
SPFB.RTS-12.18;1;04.10.2018;1;1144900;1144900;1144400;1144600;87
SPFB.RTS-12.18;1;04.10.2018;1;1144600;1144700;1143900;1144000;499
SPFB.RTS-12.18;1;04.10.2018;1;1144100;1144300;1143900;1144300;119
SPFB.RTS-12.18;1;04.10.2018;1;1144300;1144800;1144200;1144700;56
SPFB.RTS-12.18;1;04.10.2018;1;1144800;1144900;1144300;1144300;157
SPFB.RTS-12.18;1;04.10.2018;1;1144300;1144400;1144300;1144400;61
SPFB.RTS-12.18;1;04.10.2018;1;1144300;1144300;1143700;1144000;412
SPFB.RTS-12.18;1;04.10.2018;1;1144000;1144100;1143600;1143700;205
SPFB.RTS-12.18;1;04.10.2018;1;1143800;1144100;1143600;1144100;233
SPFB.RTS-12.18;1;04.10.2018;1;1144100;1144200;1143800;1144000;168
SPFB.RTS-12.18;1;04.10.2018;1;1144000;1144100;1143800;1144100;78
SPFB.RTS-12.18;1;04.10.2018;1;1144000;1144400;1144000;1144200;95
SPFB.RTS-12.18;1;04.10.2018;1;1144300;1144300;1143900;1144100;85
SPFB.RTS-12.18;1;04.10.2018;1;1144200;1144300;1143900;1143900;113
SPFB.RTS-12.18;1;04.10.2018;1;1143800;1144000;1143700;1144000;60
SPFB.RTS-12.18;1;04.10.2018;1;1144000;1144800;1143800;1144700;412
SPFB.RTS-12.18;1;04.10.2018;1;1144700;1144900;1144300;1144300;166
SPFB.RTS-12.18;1;04.10.2018;1;1144400;1144400;1144100;1144300;74
SPFB.RTS-12.18;1;04.10.2018;1;1144100;1144200;1143500;1143800;338
SPFB.RTS-12.18;1;04.10.2018;1;1143800;1144000;1143700;1144000;28
SPFB.RTS-12.18;1;04.10.2018;1;1144000;1144100;1143600;1143600;154
SPFB.RTS-12.18;1;04.10.2018;1;1143700;1144800;1143700;1144500;635
SPFB.RTS-12.18;1;04.10.2018;1;1144500;1145400;1144400;1145200;746
SPFB.RTS-12.18;1;04.10.2018;1;1145200;1146300;1145100;1146300;852
SPFB.RTS-12.18;1;04.10.2018;1;1146300;1146300;1145900;1146000;123
SPFB.RTS-12.18;1;04.10.2018;1;1146000;1146200;1145900;1146200;92
SPFB.RTS-12.18;1;04.10.2018;1;1146200;1146600;1145900;1146400;467
SPFB.RTS-12.18;1;04.10.2018;1;1146600;1146600;1146100;1146200;103
SPFB.RTS-12.18;1;04.10.2018;1;1146100;1146100;1145600;1145900;352
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1145800;1145400;1145400;174
SPFB.RTS-12.18;1;04.10.2018;1;1145400;1145500;1144800;1145000;499
SPFB.RTS-12.18;1;04.10.2018;1;1145100;1145200;1144800;1144900;258
SPFB.RTS-12.18;1;04.10.2018;1;1144900;1145100;1144100;1144100;1054
SPFB.RTS-12.18;1;04.10.2018;1;1144100;1144200;1143700;1143900;367
SPFB.RTS-12.18;1;04.10.2018;1;1143800;1143900;1143100;1143100;777
SPFB.RTS-12.18;1;04.10.2018;1;1143100;1143300;1142700;1142900;1586
SPFB.RTS-12.18;1;04.10.2018;1;1142900;1143000;1142500;1142600;898
SPFB.RTS-12.18;1;04.10.2018;1;1142700;1142700;1142600;1142600;380
SPFB.RTS-12.18;1;04.10.2018;1;1142700;1143000;1142600;1142800;891
SPFB.RTS-12.18;1;04.10.2018;1;1142900;1143000;1142700;1143000;273
SPFB.RTS-12.18;1;04.10.2018;1;1142900;1143300;1142900;1143200;421
SPFB.RTS-12.18;1;04.10.2018;1;1143100;1143300;1142900;1143300;468
SPFB.RTS-12.18;1;04.10.2018;1;1143200;1143200;1142600;1142700;409
SPFB.RTS-12.18;1;04.10.2018;1;1142800;1143100;1142500;1142600;614
SPFB.RTS-12.18;1;04.10.2018;1;1142800;1142900;1142500;1142500;628
SPFB.RTS-12.18;1;04.10.2018;1;1142600;1143400;1142500;1142900;689
SPFB.RTS-12.18;1;06.11.2018;0;1134000;1139800;1134000;1138000;3784
SPFB.RTS-12.18;1;06.11.2018;0;1138000;1139500;1137700;1137900;2196
SPFB.RTS-12.18;1;06.11.2018;0;1137800;1138000;1136700;1137600;1266
SPFB.RTS-12.18;1;06.11.2018;0;1137700;1138500;1137400;1138500;966
SPFB.RTS-12.18;1;06.11.2018;0;1138500;1138600;1137800;1138100;530
SPFB.RTS-12.18;1;06.11.2018;0;1138000;1138800;1137400;1137900;1028
SPFB.RTS-12.18;1;06.11.2018;0;1137800;1137800;1137200;1137400;412
SPFB.RTS-12.18;1;06.11.2018;0;1137400;1137900;1137200;1137400;632
SPFB.RTS-12.18;1;06.11.2018;0;1137300;1138100;1137300;1138100;657
SPFB.RTS-12.18;1;06.11.2018;0;1138000;1138500;1137500;1137900;610
SPFB.RTS-12.18;1;06.11.2018;0;1138000;1138900;1137900;1138600;446
SPFB.RTS-12.18;1;06.11.2018;0;1138700;1138700;1137800;1138500;766
SPFB.RTS-12.18;1;06.11.2018;0;1138500;1138600;1138000;1138100;215
SPFB.RTS-12.18;1;06.11.2018;0;1138100;1138300;1136900;1137000;654
SPFB.RTS-12.18;1;06.11.2018;0;1137100;1138200;1137100;1137300;1195
SPFB.RTS-12.18;1;06.11.2018;0;1137400;1137500;1136900;1137300;661
SPFB.RTS-12.18;1;06.11.2018;0;1137200;1137200;1136500;1137000;694
SPFB.RTS-12.18;1;06.11.2018;0;1136900;1137200;1136300;1137200;552
SPFB.RTS-12.18;1;06.11.2018;0;1137200;1137300;1136700;1136700;340
SPFB.RTS-12.18;1;06.11.2018;0;1136700;1136900;1136100;1136600;562
SPFB.RTS-12.18;1;06.11.2018;0;1136600;1136900;1136400;1136900;516
SPFB.RTS-12.18;1;06.11.2018;0;1136800;1137700;1136800;1137500;921
SPFB.RTS-12.18;1;06.11.2018;0;1137500;1137800;1137400;1137600;238
SPFB.RTS-12.18;1;06.11.2018;0;1137600;1137600;1137300;1137300;293
SPFB.RTS-12.18;1;06.11.2018;0;1137200;1137300;1136600;1137000;374
SPFB.RTS-12.18;1;06.11.2018;0;1137100;1137100;1136700;1137100;229
SPFB.RTS-12.18;1;06.11.2018;0;1137100;1137700;1137000;1137500;549
SPFB.RTS-12.18;1;06.11.2018;0;1137500;1137500;1136600;1136900;367
SPFB.RTS-12.18;1;06.11.2018;0;1136900;1137100;1136500;1136900;360
SPFB.RTS-12.18;1;06.11.2018;0;1137000;1137100;1136700;1136800;165
SPFB.RTS-12.18;1;06.11.2018;0;1136800;1136900;1136500;1136600;192
SPFB.RTS-12.18;1;06.11.2018;0;1136600;1137000;1136500;1136800;293
SPFB.RTS-12.18;1;06.11.2018;0;1136800;1137200;1136800;1137200;249
SPFB.RTS-12.18;1;06.11.2018;0;1137200;1137800;1137100;1137200;467
SPFB.RTS-12.18;1;06.11.2018;0;1137200;1137500;1137200;1137500;167
SPFB.RTS-12.18;1;06.11.2018;0;1137500;1137800;1137400;1137500;335
SPFB.RTS-12.18;1;06.11.2018;0;1137400;1137900;1137400;1137800;301
SPFB.RTS-12.18;1;06.11.2018;0;1137900;1139500;1137800;1139400;1663
SPFB.RTS-12.18;1;06.11.2018;0;1139400;1141600;1139400;1141400;4756
SPFB.RTS-12.18;1;06.11.2018;0;1141500;1142200;1141300;1141800;2344
SPFB.RTS-12.18;1;06.11.2018;0;1141800;1143200;1141800;1142000;3231
SPFB.RTS-12.18;1;06.11.2018;0;1142200;1143000;1141900;1142600;782
SPFB.RTS-12.18;1;06.11.2018;0;1142600;1143000;1142100;1142300;768
SPFB.RTS-12.18;1;06.11.2018;0;1142300;1143500;1142300;1143000;1141
SPFB.RTS-12.18;1;06.11.2018;0;1143100;1143500;1142800;1143100;934
SPFB.RTS-12.18;1;06.11.2018;0;1143100;1143500;1142200;1142400;2098
SPFB.RTS-12.18;1;06.11.2018;0;1142400;1142800;1142000;1142200;533
SPFB.RTS-12.18;1;06.11.2018;0;1142300;1142500;1142100;1142200;446
SPFB.RTS-12.18;1;06.11.2018;0;1142200;1142500;1142100;1142200;492
SPFB.RTS-12.18;1;06.11.2018;0;1142200;1142600;1141800;1142000;681
SPFB.RTS-12.18;1;06.11.2018;0;1142000;1142700;1141900;1142400;605
SPFB.RTS-12.18;1;06.11.2018;0;1142400;1142800;1142300;1142700;439
SPFB.RTS-12.18;1;06.11.2018;0;1142700;1143200;1142500;1142900;472
SPFB.RTS-12.18;1;06.11.2018;0;1142900;1143000;1141900;1142100;732
SPFB.RTS-12.18;1;06.11.2018;0;1142100;1142400;1141700;1141800;475
SPFB.RTS-12.18;1;06.11.2018;0;1141800;1142000;1141600;1141700;549
SPFB.RTS-12.18;1;06.11.2018;0;1141800;1141900;1141500;1141500;383
SPFB.RTS-12.18;1;06.11.2018;0;1141500;1141700;1140900;1141200;1013
SPFB.RTS-12.18;1;06.11.2018;0;1141300;1142000;1141100;1141800;817
SPFB.RTS-12.18;1;06.11.2018;0;1141800;1142300;1141600;1142300;595
SPFB.RTS-12.18;1;06.11.2018;0;1142300;1142800;1141700;1142700;1340
SPFB.RTS-12.18;1;06.11.2018;0;1142800;1143200;1142000;1142200;1263
SPFB.RTS-12.18;1;06.11.2018;0;1142200;1142200;1141200;1141500;1133
SPFB.RTS-12.18;1;06.11.2018;0;1141600;1141800;1141300;1141600;912
SPFB.RTS-12.18;1;06.11.2018;0;1141700;1141800;1141300;1141600;556
SPFB.RTS-12.18;1;06.11.2018;0;1141700;1142200;1141600;1142000;861
SPFB.RTS-12.18;1;06.11.2018;0;1142000;1142100;1141700;1141800;438
SPFB.RTS-12.18;1;06.11.2018;0;1141800;1142400;1141800;1141900;322
SPFB.RTS-12.18;1;06.11.2018;0;1142000;1142600;1141400;1142100;653
SPFB.RTS-12.18;1;06.11.2018;0;1142200;1142400;1141600;1141900;597
SPFB.RTS-12.18;1;06.11.2018;0;1142000;1143000;1142000;1142800;473
SPFB.RTS-12.18;1;06.11.2018;0;1142800;1144700;1142700;1144300;3441
SPFB.RTS-12.18;1;06.11.2018;0;1144400;1145800;1144200;1145700;2556
SPFB.RTS-12.18;1;06.11.2018;0;1145600;1146000;1144800;1145800;1883
SPFB.RTS-12.18;1;06.11.2018;0;1145700;1146500;1145600;1146300;1594
SPFB.RTS-12.18;1;06.11.2018;0;1146300;1146600;1145900;1145900;1287
SPFB.RTS-12.18;1;06.11.2018;0;1146000;1146100;1145100;1145200;1759
SPFB.RTS-12.18;1;06.11.2018;0;1145200;1145900;1145100;1145300;420
SPFB.RTS-12.18;1;06.11.2018;0;1145400;1145400;1144300;1144500;1002
SPFB.RTS-12.18;1;06.11.2018;0;1144500;1145200;1144400;1144900;454
SPFB.RTS-12.18;1;06.11.2018;0;1144900;1145200;1144800;1145000;270
SPFB.RTS-12.18;1;06.11.2018;0;1145100;1145300;1144600;1144900;413
SPFB.RTS-12.18;1;06.11.2018;0;1144700;1145000;1144400;1144400;282
SPFB.RTS-12.18;1;06.11.2018;0;1144400;1145000;1144300;1145000;359
SPFB.RTS-12.18;1;06.11.2018;0;1145000;1145500;1144700;1145100;541
SPFB.RTS-12.18;1;06.11.2018;0;1145100;1145300;1144900;1145200;231
SPFB.RTS-12.18;1;06.11.2018;0;1145300;1145900;1145200;1145400;543
SPFB.RTS-12.18;1;06.11.2018;0;1145400;1145600;1145000;1145200;448
SPFB.RTS-12.18;1;06.11.2018;0;1145300;1145500;1144800;1144900;197
SPFB.RTS-12.18;1;06.11.2018;0;1144800;1144900;1144100;1144600;959
SPFB.RTS-12.18;1;06.11.2018;0;1144600;1144700;1144100;1144400;719
SPFB.RTS-12.18;1;06.11.2018;0;1144400;1145200;1144200;1144800;491
SPFB.RTS-12.18;1;06.11.2018;0;1144700;1144900;1144400;1144600;130
SPFB.RTS-12.18;1;06.11.2018;0;1144700;1145100;1144700;1144900;198
SPFB.RTS-12.18;1;06.11.2018;0;1144900;1145000;1144600;1144800;175
SPFB.RTS-12.18;1;06.11.2018;0;1144800;1145300;1144700;1144700;419
SPFB.RTS-12.18;1;06.11.2018;0;1144700;1145500;1144600;1145200;305
SPFB.RTS-12.18;1;06.11.2018;0;1145100;1145300;1144800;1145000;331
SPFB.RTS-12.18;1;06.11.2018;0;1145000;1145000;1144300;1144600;311
SPFB.RTS-12.18;1;06.11.2018;0;1144500;1145000;1144500;1144700;172
SPFB.RTS-12.18;1;06.11.2018;0;1144700;1145400;1144500;1145300;724
SPFB.RTS-12.18;1;06.11.2018;0;1145300;1145500;1145100;1145500;267
SPFB.RTS-12.18;1;06.11.2018;0;1145400;1145900;1145300;1145500;460
SPFB.RTS-12.18;1;06.11.2018;0;1145400;1145900;1145300;1145400;203
SPFB.RTS-12.18;1;06.11.2018;0;1145500;1145900;1145500;1145700;165
SPFB.RTS-12.18;1;06.11.2018;0;1145700;1145900;1145000;1145300;441
SPFB.RTS-12.18;1;06.11.2018;0;1145400;1145500;1144600;1145000;411
SPFB.RTS-12.18;1;06.11.2018;0;1144800;1145200;1144200;1144400;504
SPFB.RTS-12.18;1;06.11.2018;0;1144400;1144900;1144300;1144800;160
SPFB.RTS-12.18;1;06.11.2018;0;1145000;1145400;1144900;1145400;182
SPFB.RTS-12.18;1;06.11.2018;0;1145300;1145400;1144900;1144900;236
SPFB.RTS-12.18;1;06.11.2018;0;1144900;1145200;1144800;1144800;107
SPFB.RTS-12.18;1;06.11.2018;0;1144700;1145000;1144600;1144900;218
SPFB.RTS-12.18;1;06.11.2018;0;1144800;1145400;1144600;1145200;191
SPFB.RTS-12.18;1;06.11.2018;0;1145200;1145700;1145000;1145200;342
SPFB.RTS-12.18;1;06.11.2018;0;1145300;1146000;1145300;1145700;519
SPFB.RTS-12.18;1;06.11.2018;0;1145700;1146400;1145600;1146400;842
SPFB.RTS-12.18;1;06.11.2018;0;1146400;1146400;1145900;1145900;463
SPFB.RTS-12.18;1;06.11.2018;0;1146000;1146300;1145800;1146200;342
SPFB.RTS-12.18;1;06.11.2018;1;1146300;1146800;1145900;1146100;1238
SPFB.RTS-12.18;1;06.11.2018;1;1146000;1146500;1145600;1145700;1194
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1146400;1145600;1145700;520
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1146600;1145600;1146400;429
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1147700;1146400;1147500;2429
SPFB.RTS-12.18;1;06.11.2018;1;1147500;1147800;1146900;1147100;1506
SPFB.RTS-12.18;1;06.11.2018;1;1147000;1147500;1147000;1147400;560
SPFB.RTS-12.18;1;06.11.2018;1;1147500;1147700;1147200;1147200;560
SPFB.RTS-12.18;1;06.11.2018;1;1147300;1147500;1147200;1147200;308
SPFB.RTS-12.18;1;06.11.2018;1;1147200;1147400;1147000;1147100;242
SPFB.RTS-12.18;1;06.11.2018;1;1147000;1147400;1146900;1147200;259
SPFB.RTS-12.18;1;06.11.2018;1;1147300;1147500;1146900;1146900;441
SPFB.RTS-12.18;1;06.11.2018;1;1147000;1147100;1146200;1146400;1176
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1146600;1146200;1146300;487
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1146500;1145700;1146200;1359
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1146100;1145700;1145900;351
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1146600;1145800;1146300;491
SPFB.RTS-12.18;1;06.11.2018;1;1146300;1146400;1146100;1146400;129
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1146500;1145500;1145500;706
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1145800;1145400;1145600;346
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1145900;1145600;1145900;213
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1146100;1145800;1145900;295
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146100;1145300;1145400;434
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145800;1145400;1145700;186
SPFB.RTS-12.18;1;06.11.2018;1;1145600;1145700;1145400;1145500;151
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145700;1145300;1145700;179
SPFB.RTS-12.18;1;06.11.2018;1;1145600;1146000;1145600;1145700;353
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1145900;1145300;1145400;177
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145700;1145200;1145200;268
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145700;1145300;1145600;155
SPFB.RTS-12.18;1;06.11.2018;1;1145600;1145700;1144900;1145100;454
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145300;1145100;1145200;184
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145400;1145000;1145400;235
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145600;1145200;1145600;399
SPFB.RTS-12.18;1;06.11.2018;1;1145600;1145600;1145300;1145500;215
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145600;1145200;1145400;261
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1145900;1145500;1145900;177
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1146400;1145800;1146000;599
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1146300;1145700;1146300;280
SPFB.RTS-12.18;1;06.11.2018;1;1146200;1146800;1145900;1146400;614
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1146500;1146000;1146100;261
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1146300;1145400;1145500;216
SPFB.RTS-12.18;1;06.11.2018;1;1145600;1145600;1145000;1145300;310
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145400;1145100;1145400;146
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145700;1145100;1145600;319
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1146000;1145500;1145800;196
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1145900;1145300;1145300;197
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145700;1145000;1145000;469
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145100;1144100;1144100;1016
SPFB.RTS-12.18;1;06.11.2018;1;1144200;1144900;1144000;1144300;863
SPFB.RTS-12.18;1;06.11.2018;1;1144400;1144500;1143900;1144200;483
SPFB.RTS-12.18;1;06.11.2018;1;1144200;1144600;1143900;1144100;589
SPFB.RTS-12.18;1;06.11.2018;1;1144200;1144200;1143800;1144100;397
SPFB.RTS-12.18;1;06.11.2018;1;1144100;1144600;1144000;1144500;590
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1144800;1144500;1144600;309
SPFB.RTS-12.18;1;06.11.2018;1;1144600;1144900;1144500;1144800;181
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1145000;1144500;1145000;197
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145000;1144400;1144800;368
SPFB.RTS-12.18;1;06.11.2018;1;1144700;1145500;1144700;1145200;476
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145400;1145000;1145100;184
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145200;1144800;1144900;211
SPFB.RTS-12.18;1;06.11.2018;1;1144900;1145300;1144600;1144800;362
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1145000;1144700;1145000;51
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145100;1144300;1144400;310
SPFB.RTS-12.18;1;06.11.2018;1;1144400;1144500;1144200;1144300;275
SPFB.RTS-12.18;1;06.11.2018;1;1144300;1144400;1143600;1144100;618
SPFB.RTS-12.18;1;06.11.2018;1;1144100;1144700;1143900;1144600;404
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1145000;1144500;1144800;204
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1144800;1143800;1143900;274
SPFB.RTS-12.18;1;06.11.2018;1;1143900;1144300;1143700;1144200;369
SPFB.RTS-12.18;1;06.11.2018;1;1144300;1144700;1144100;1144700;241
SPFB.RTS-12.18;1;06.11.2018;1;1144700;1144800;1144300;1144500;217
SPFB.RTS-12.18;1;06.11.2018;1;1144600;1145100;1144400;1144900;597
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1145400;1144700;1144700;461
SPFB.RTS-12.18;1;06.11.2018;1;1144700;1144800;1143900;1144200;407
SPFB.RTS-12.18;1;06.11.2018;1;1144300;1145000;1144300;1144600;169
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1145300;1144500;1145200;188
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145900;1145000;1145500;455
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1145500;1145000;1145200;141
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145600;1145200;1145500;165
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1146700;1145400;1146500;1030
SPFB.RTS-12.18;1;06.11.2018;1;1146600;1146700;1146000;1146100;541
SPFB.RTS-12.18;1;06.11.2018;1;1146200;1146300;1145700;1146000;273
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1146300;1146000;1146300;120
SPFB.RTS-12.18;1;06.11.2018;1;1146300;1146500;1146200;1146300;301
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1146400;1145900;1146000;212
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1147100;1146000;1146900;822
SPFB.RTS-12.18;1;06.11.2018;1;1146800;1146900;1146100;1146200;368
SPFB.RTS-12.18;1;06.11.2018;1;1146200;1146400;1146000;1146300;300
SPFB.RTS-12.18;1;06.11.2018;1;1146200;1146600;1146200;1146300;140
SPFB.RTS-12.18;1;06.11.2018;1;1146300;1146800;1146200;1146700;337
SPFB.RTS-12.18;1;06.11.2018;1;1146500;1147000;1146500;1146800;471
SPFB.RTS-12.18;1;06.11.2018;1;1146900;1146900;1146600;1146900;153
SPFB.RTS-12.18;1;06.11.2018;1;1146700;1147400;1146700;1147400;603
SPFB.RTS-12.18;1;06.11.2018;1;1147400;1147600;1146700;1147000;707
SPFB.RTS-12.18;1;06.11.2018;1;1147100;1147300;1147000;1147100;248
SPFB.RTS-12.18;1;06.11.2018;1;1147200;1147200;1146600;1146600;345
SPFB.RTS-12.18;1;06.11.2018;1;1146700;1146800;1146000;1146000;534
SPFB.RTS-12.18;1;06.11.2018;1;1146000;1146500;1146000;1146400;325
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1146400;1146000;1146200;209
SPFB.RTS-12.18;1;06.11.2018;1;1146200;1146300;1145900;1145900;307
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146600;1145900;1146400;219
SPFB.RTS-12.18;1;06.11.2018;1;1146500;1146600;1146300;1146300;102
SPFB.RTS-12.18;1;06.11.2018;1;1146300;1146400;1146200;1146200;145
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1146700;1146100;1146500;203
SPFB.RTS-12.18;1;06.11.2018;1;1146500;1146500;1145900;1146000;124
SPFB.RTS-12.18;1;06.11.2018;1;1146000;1146200;1145700;1145800;324
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1146400;1145800;1146200;51
SPFB.RTS-12.18;1;06.11.2018;1;1146300;1146500;1146300;1146300;59
SPFB.RTS-12.18;1;06.11.2018;1;1146300;1146600;1146300;1146500;98
SPFB.RTS-12.18;1;06.11.2018;1;1146500;1146800;1146000;1146400;258
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1147000;1146400;1146700;642
SPFB.RTS-12.18;1;06.11.2018;1;1146600;1146700;1146400;1146400;213
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1146500;1146300;1146500;193
SPFB.RTS-12.18;1;06.11.2018;1;1146500;1146700;1146300;1146300;117
SPFB.RTS-12.18;1;06.11.2018;1;1146200;1146400;1145800;1145900;269
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146300;1145600;1145700;393
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1146100;1145700;1146000;303
SPFB.RTS-12.18;1;06.11.2018;1;1146000;1146000;1145500;1145600;388
SPFB.RTS-12.18;1;06.11.2018;1;1145600;1146000;1145100;1145200;415
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145400;1145000;1145000;158
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145800;1144800;1145100;1433
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145200;1144600;1145000;523
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145400;1144900;1145300;531
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145200;1144600;1144600;238
SPFB.RTS-12.18;1;06.11.2018;1;1144700;1144800;1144500;1144700;232
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1145100;1144800;1144800;139
SPFB.RTS-12.18;1;06.11.2018;1;1144900;1145100;1144700;1145000;146
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145700;1145000;1145700;254
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1145700;1145200;1145300;165
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145600;1144900;1145600;234
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1146200;1145400;1145500;603
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1145600;1145000;1145200;401
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145500;1145100;1145100;92
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145600;1145000;1145500;76
SPFB.RTS-12.18;1;06.11.2018;1;1145600;1145600;1145300;1145300;62
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145400;1145000;1145300;151
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145600;1144800;1144900;248
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145100;1144900;1144900;117
SPFB.RTS-12.18;1;06.11.2018;1;1144900;1145000;1144500;1144600;214
SPFB.RTS-12.18;1;06.11.2018;1;1144600;1145100;1144500;1145000;147
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145100;1144600;1144600;94
SPFB.RTS-12.18;1;06.11.2018;1;1144600;1144700;1144500;1144600;121
SPFB.RTS-12.18;1;06.11.2018;1;1144600;1144600;1143900;1144600;714
SPFB.RTS-12.18;1;06.11.2018;1;1144600;1145100;1144500;1145100;231
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145300;1144400;1144500;337
SPFB.RTS-12.18;1;06.11.2018;1;1144600;1144700;1144300;1144500;139
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1144700;1144500;1144700;91
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1144900;1144700;1144700;161
SPFB.RTS-12.18;1;06.11.2018;1;1144700;1145200;1144600;1145100;137
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145200;1144500;1144800;228
SPFB.RTS-12.18;1;06.11.2018;1;1144900;1144900;1144500;1144500;175
SPFB.RTS-12.18;1;06.11.2018;1;1144400;1144700;1144100;1144300;179
SPFB.RTS-12.18;1;06.11.2018;1;1144200;1144400;1144200;1144300;100
SPFB.RTS-12.18;1;06.11.2018;1;1144300;1144500;1144200;1144300;124
SPFB.RTS-12.18;1;06.11.2018;1;1144300;1144500;1144100;1144300;194
SPFB.RTS-12.18;1;06.11.2018;1;1144400;1144600;1144300;1144400;127
SPFB.RTS-12.18;1;06.11.2018;1;1144200;1145000;1144100;1144800;495
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1145200;1144800;1145100;257
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145500;1144900;1145400;171
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145500;1145100;1145300;287
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145900;1145100;1145400;472
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1145600;1145300;1145500;169
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145500;1145000;1145100;81
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145200;1144900;1144900;135
